Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
1888,1919,752,-64,-253,-772,1019,1665,724,1756,1692,572
241,353,135,435,600,1946,-422,-900,1495,1587,1279,-848
400,-997,593,-1077,1830,1317,607,-206,-139,1288,1310,-212
616,1201,878,752,1786,1394,1220,284,1963,735,310,528
1141,393,310,-634,1736,7,1267,779,629,1889,1615,934
899,916,1061,514,326,416,60,291,1936,198,-408,197
1422,47,746,-3,1044,1202,785,37,1987,1340,220,386
-1063,-95,1506,1982,1612,240,-933,1062,954,-1011,573,-1120
1690,517,73,1452,-1094,663,1801,1701,1382,1194,135,-108
1897,1073,1167,1824,1424,938,255,673,441,1606,701,662
1340,38,345,-1085,1916,1110,899,310,1413,-434,364,-229
1810,1732,-20,-177,1359,-275,745,740,696,-255,452,-107
1971,207,1236,648,270,1754,1318,1550,831,1009,1131,1836
330,-1057,1577,-52,1178,615,-778,311,1036,-984,-971,320
1694,542,168,1888,129,1072,651,286,625,1001,357,805
1237,1851,1569,1463,275,596,150,0,-91,552,1083,105
447,98,-55,443,490,1393,811,360,1747,1961,1595,650
1173,1964,1893,1475,292,-727,1136,-12,551,-1122,-1074,585
120,1182,1236,1717,321,547,314,40,825,-561,395,-288
1754,1716,1695,117,-104,1532,-413,-950,1860,1294,1260,-245
-1008,-145,1080,-923,-846,296,-129,-888,963,129,569,-1005
884,354,910,1065,-34,1562,501,1291,367,452,788,127
1594,132,26,-1054,1052,-1018,1061,581,371,-1195,-1035,910
563,614,970,441,390,450,853,632,683,287,-2,912
1753,1331,900,205,119,443,385,71,229,-54,444,662
-739,-59,505,-1133,-303,1247,-331,-965,-714,500,-924,-72
684,1033,273,725,331,282,386,718,1066,428,1808,111
1249,431,878,320,651,1448,224,1561,521,1310,1482,262
-349,-661,1820,1943,551,-894,553,255,1181,-883,370,-1121
262,111,1659,1439,1084,41,-68,668,593,502,807,1042
-661,648,818,-517,1950,940,1724,1695,1370,11,485,1114
1092,592,1847,523,1726,1801,1953,1720,406,35,1254,-12
1425,358,314,1960,455,642,989,375,1483,1590,1966,830
461,833,1088,-74,588,869,587,1146,1342,579,59,1900
723,-7,249,941,-210,627,326,1425,1913,837,296,-32
233,13,318,86,1122,206,500,8,1043,980,876,368
208,299,367,-582,1007,409,268,-641,711,611,1118,-874
1594,208,93,1230,486,1314,171,651,1364,894,583,308
-706,-728,879,1759,731,-1141,1212,-1039,204,1469,271,-1238
-447,-953,1785,1881,1981,610,1918,287,814,186,1135,50
648,1249,1743,1661,-573,-511,-918,359,-591,-807,767,-438
1536,-324,677,-1006,34,54,1604,370,-120,418,-943,-111
331,839,918,-810,1222,302,638,1148,-127,652,1495,-664
549,1974,1156,-834,-860,758,1637,264,-534,858,309,-651
1829,1023,149,-221,162,337,1522,57,1988,1880,36,-558
712,538,264,1943,733,1665,281,962,1326,919,1488,1829
957,1829,1144,74,651,221,275,-16,1025,865,44,848
-43,-11,-1001,581,1887,1926,701,15,-101,559,1725,-69
194,1347,1831,1798,1284,878,1036,-68,940,1092,198,287
1993,1217,547,-262,1246,1183,1287,-327,1234,-596,756,343
131,1550,1641,553,343,1257,1939,221,1092,427,483,1662
-54,879,-223,569,862,154,991,1652,1002,403,19,-306
526,198,1895,1735,194,493,150,292,546,1024,-85,1130
190,-70,1671,1846,884,1085,1210,104,-482,128,1711,1803
501,184,482,1945,83,598,471,607,-42,287,1908,423
628,-1090,893,159,1077,-135,-86,1652,1806,1680,-1089,462
132,67,325,-103,347,960,508,941,1185,685,970,1875
378,585,1049,509,1316,1916,1454,1753,1431,370,1545,573
838,541,234,1229,536,644,1278,562,1607,349,-259,684
1272,70,163,-133,580,-552,1711,1646,1158,-314,1662,1523
915,276,407,1034,1059,820,1947,205,659,1064,1697,1543
683,-560,1502,1977,1189,-332,358,-705,1397,552,1802,-89
1589,785,103,1238,1351,1013,875,1412,173,1276,645,832
1273,118,134,0,1175,667,1565,1307,443,0,1802,0
-780,-628,1002,878,1374,-728,886,-54,84,975,683,-1029
1741,723,1641,-194,946,1567,280,2022,1875,1584,1722,1725
521,727,-75,213,285,723,1478,1512,1531,-265,221,769
1067,784,1256,214,199,-1074,560,148,1844,836,-355,396
91,-1116,33,826,-28,299,1821,1858,469,744,1791,1494
536,1696,1570,1575,644,727,531,1104,1110,280,1497,887
381,439,1615,371,94,428,1387,-483,295,587,1786,58
-268,486,847,717,1938,1345,812,422,823,1891,731,307
1805,1876,1176,418,-660,-501,538,255,1100,1829,629,-293
-644,972,1960,1276,919,270,1454,1733,1230,98,911,1031
800,-18,1557,1679,129,147,455,129,149,582,1662,1858
1318,-361,500,573,116,298,346,1467,1064,1120,929,694
-466,-240,-131,-120,-665,247,1092,-76,1815,1902,-238,1006
86,1914,459,348,483,1959,520,216,585,43,898,1997
-70,-29,1946,1088,869,242,-121,487,1380,269,1825,121
1154,357,855,-1022,1279,1918,485,73,-579,-664,1928,1680
426,273,1042,1842,1851,1563,364,154,1114,1067,68,234
670,1011,-312,914,1700,-119,1044,-459,1834,1858,942,521
751,-862,-1094,232,1460,1899,1969,1545,112,-801,1541,1564
125,1228,170,571,-106,-25,382,-26,1588,-337,-591,-37
1404,648,656,295,192,491,1193,271,113,423,596,1093
400,282,1593,875,1739,341,266,83,602,1391,658,1116
3,1089,446,-45,163,-56,919,266,199,648,1092,301
362,-828,1148,-792,451,-118,-171,211,1762,1721,911,-346
51,1206,-294,833,1468,428,1376,752,904,336,-209,126
-181,126,1039,1213,-241,-716,1864,1109,851,1971,-656,364
424,-341,978,-5,116,552,1372,25,1930,1597,-217,206
-1084,47,732,-1371,747,532,983,-1311,990,40,-724,-370
369,1614,1012,-217,1775,1143,339,276,901,296,387,-263
1982,1354,334,662,276,838,1662,-336,961,-563,568,642
927,-47,455,1531,1587,-511,1354,353,148,-409,-126,516
929,-491,247,-798,-496,1336,-1045,113,369,-1138,-369,1254
422,844,227,622,830,775,1988,1968,686,424,13,828
1937,1459,1372,-445,641,-43,403,-229,295,277,357,1966
843,254,1485,1780,644,360,487,1983,1806,76,1083,706
263,799,339,799,1207,-115,1850,142,58,509,1681,1707
902,-143,288,-852,-814,-569,1797,1994,1442,-660,-1000,648
328,558,497,382,516,1004,1743,1258,266,297,1574,530
698,-11,3,449,1801,1490,93,333,206,13,-1,657
717,393,73,365,1142,382,1492,1890,98,208,1158,606
626,766,415,1112,865,1075,1471,-345,1038,1992,1482,371
564,423,1534,677,286,750,822,578,1017,234,623,482
707,-664,75,199,1985,1657,726,1944,283,485,1849,1739
696,-471,-459,-854,-86,-676,1546,-788,1996,1921,813,455
442,1229,126,1282,419,368,112,301,1364,424,1434,290
627,212,1211,250,688,259,-420,1623,-226,-220,-289,-667
1700,1276,581,-625,1162,-492,218,419,615,1580,909,-369
1120,422,829,1327,579,1358,582,436,1619,1680,1498,835
-844,-928,-61,921,802,1119,336,1742,1722,794,452,-1079
353,-1127,214,-927,721,-1097,603,1827,2012,1397,2005,913
605,311,-427,-162,1170,-455,1182,1453,66,-80,100,1951
726,80,1204,-215,1624,756,1806,1711,157,1328,1307,534
1792,251,1873,630,495,1628,91,1536,408,1240,1960,845
878,-631,-667,-721,250,592,242,-285,710,-195,-503,965
890,1925,1212,-827,1035,31,-887,73,1784,170,1128,-680
491,757,1968,1805,743,641,1449,298,440,1156,1600,181
838,680,1750,724,-695,-2,-831,196,-369,-890,1817,1573
1250,1380,823,-24,802,1935,721,-45,629,69,138,-196
1792,641,1507,713,1720,-451,1465,-404,-72,-1046,408,-380
1912,126,1276,643,1391,-4,1826,1789,1246,1851,-666,509
112,1161,-21,425,1583,766,72,1936,1264,-54,1311,1175
1294,-38,-22,464,539,1429,1654,1550,1011,338,190,570
597,527,1560,-839,1654,1583,-778,-618,1164,126,1405,-791
1711,372,1176,1806,1903,1583,101,302,1154,1018,1939,794
1566,292,-1097,570,246,-54,1787,1896,1064,436,276,1181
853,-300,424,-196,1055,1951,785,-404,284,-171,483,-479
398,-168,444,570,670,522,338,518,842,374,473,854
-961,993,1924,1686,1273,459,1515,-66,-5,386,678,186
261,-861,1646,714,1551,-179,-204,-379,305,41,-798,1128
1532,1694,-75,415,145,965,635,190,1260,618,731,449
532,-72,-739,1108,235,-555,854,770,645,-475,1689,-105
1198,-440,1810,1457,119,80,1898,1181,573,136,528,0
841,1059,1017,124,831,1961,228,828,392,1557,898,29
1451,1794,706,-1120,434,-1116,-167,-472,1185,-657,-1149,494
292,1944,535,-461,1677,1629,208,-329,814,371,864,3
1162,788,1228,17,1761,1276,1290,202,144,1137,976,218
1929,1708,198,521,813,436,-227,480,373,-81,-83,-86
780,-501,1249,-474,240,270,99,-847,-587,-403,1001,1224
299,553,1640,1995,92,326,1057,-165,1162,-881,680,-969
1106,-182,691,418,1453,1845,-282,-104,-576,1326,-413,-870
239,1523,632,1252,678,1417,455,1180,1981,994,1504,1925
-33,1090,227,98,564,528,1295,-513,1393,-254,-631,164
1919,351,151,199,1536,1332,572,855,809,346,1905,822
-95,55,1836,1179,-1052,-131,1038,-139,31,-1056,768,-678
1127,961,159,878,963,225,194,1242,800,359,538,1483
771,953,-141,341,1939,1852,1175,-204,858,24,-779,-625
404,249,-484,-393,8,1174,248,-29,-82,919,1450,1
211,538,1325,1087,22,131,692,-342,5,-65,193,241
892,1618,1768,331,1115,367,207,1048,898,-68,1490,1645
-451,120,993,55,1695,747,1987,1670,567,-474,858,642
-583,473,1053,-651,1241,1897,-117,1595,222,509,1144,-154
243,743,514,113,95,155,1135,442,1603,1845,-44,735
-1068,261,645,-1124,1594,45,1951,1922,38,309,1318,-636
574,-1296,136,361,634,-1271,847,-1271,831,1664,1695,1618
-112,-334,1472,357,866,-24,383,90,906,1022,126,492
397,1410,1937,1750,142,172,985,309,877,501,1621,107
487,827,1724,636,-117,1098,1936,1487,435,562,1098,-324
123,-765,-671,1061,556,1276,1083,-138,1423,1917,483,-166
1043,375,805,541,1378,1812,-43,404,477,-966,1139,-790
1775,1883,55,583,1868,881,572,393,713,1085,455,357
1046,-448,-304,568,1982,1206,312,-233,68,404,1781,1671
1226,-15,327,4,960,210,439,-47,477,175,667,164
13,401,1487,246,1096,456,11,757,973,-421,1390,1782
171,0,66,359,859,378,776,59,1548,759,679,-84
833,869,-258,642,146,44,427,730,1902,1643,1711,1304
764,-989,-701,-517,555,1768,982,-713,-198,-104,1606,1570
85,179,964,482,1136,1689,136,1534,1286,428,460,671
664,989,1174,294,-46,255,1484,-10,2004,805,1727,1363
1907,1267,1027,1984,58,473,494,403,1347,203,1502,1075
1390,170,-100,-532,1145,1125,1009,333,884,305,-146,237
-36,329,484,-169,791,912,927,428,-88,491,114,-442
1838,546,125,1874,-23,126,105,1108,972,343,1290,1817
219,-134,293,934,1988,306,840,283,1140,1944,143,211
51,934,661,771,852,1234,1758,1061,781,204,153,701
1443,1986,97,329,1040,-592,462,-761,942,1976,140,-781
609,-16,661,722,572,525,1011,959,1411,132,43,194
123,594,616,-26,-694,547,1333,1810,1595,1969,564,504
1202,291,185,1058,599,-1136,1838,1753,1273,-884,1771,1108
688,73,758,-81,-144,116,1348,11,132,-159,-69,1015
-804,-204,160,-1092,1373,-696,1748,1605,879,1745,-1010,-211
-780,-2,872,-1109,-1169,283,1428,-846,-892,-256,1462,-757
51,240,-17,-786,28,517,938,1172,651,551,978,389
1189,623,163,-244,-416,467,669,1013,361,13,497,7
623,1125,591,310,79,1976,444,790,-15,1,246,205
927,-217,363,-747,1648,-410,1851,344,-91,1354,-757,1299
-367,-859,-855,1077,-42,1129,226,498,341,540,969,-950
147,475,29,35,1622,1379,883,627,384,1089,1887,752
662,379,1331,349,696,1164,385,1037,1334,-60,1959,1855
315,-1147,1885,1634,-144,-667,1697,-89,704,-1038,862,-301
229,207,1688,335,1045,861,618,516,728,1664,1296,1767
1388,126,636,938,27,794,51,312,405,1025,1570,543
1992,1191,1638,455,-214,1648,-97,1047,1096,-1025,1127,-1073
1415,727,264,-54,390,643,506,574,23,204,565,709
1393,-891,-46,161,229,59,1471,-802,1328,-895,993,2131
1408,384,700,621,467,261,1627,1906,323,162,4,410
1045,1146,1340,710,902,331,78,1337,790,354,-49,813
-38,938,870,1072,-954,1096,-730,97,52,656,287,669
1583,-470,742,1749,1754,1924,1610,484,-715,-394,1850,1520
455,-646,1177,872,753,494,1781,1169,660,1508,591,126
806,1920,168,367,1938,1542,1435,332,110,410,1277,-81
1299,-751,1945,647,1790,1767,1301,-366,1056,-463,-176,-599
1604,-17,221,1302,139,-602,1607,-351,1296,1108,1591,122
651,1069,865,1981,861,6,1469,94,753,-483,1837,1009
1644,1637,1927,1908,837,-736,824,-1087,-137,863,557,-940
1484,-1146,-756,-286,1254,1491,-102,413,1358,-82,-105,1681
-134,631,-931,170,752,669,-902,979,141,170,512,-653
780,988,1923,1849,230,1074,1647,654,420,1575,1174,1887
1961,1787,1156,-476,-911,628,1275,1846,765,22,741,125
82,966,1092,500,523,15,855,-685,679,-880,-615,1454
1733,-2,1198,1725,232,441,-91,196,-245,302,1422,-260
1382,208,576,1660,1549,806,1482,1821,891,1181,606,1941
1371,-724,1097,52,1853,1626,642,431,172,185,385,1981
50,1056,1558,224,703,524,910,1191,476,1328,750,1169
476,163,282,27,475,24,621,606,1221,-37,-582,1412
922,529,455,105,1017,321,980,2161,887,1234,1258,635
371,332,486,579,1997,1548,1074,-385,-513,-429,1572,1768
673,-495,-623,605,70,12,1840,1791,330,1369,1442,1110
-405,249,-490,-893,1434,2185,846,136,1359,678,491,408
1307,-499,336,-881,788,1251,1313,-201,713,35,758,430
-92,1140,200,-1374,1003,1692,-63,938,1173,-229,1563,-856
1974,947,613,507,995,-359,575,-323,1712,1474,727,-1108
-365,926,1269,329,-335,299,1915,721,540,519,289,216
1168,414,1037,817,1957,993,16,935,167,-240,1525,1300
451,56,-283,-462,167,1233,1656,-376,1426,224,1074,361
559,64,1592,249,282,-904,79,-65,109,216,-55,-16
1073,-886,481,-1147,-406,880,1832,528,233,-957,1882,337
888,1002,-142,981,1650,45,207,1182,291,170,590,208
1564,1867,586,644,87,446,279,919,63,-589,157,51
583,-316,-734,-688,848,-454,1733,-73,1604,1887,-753,1218
856,-246,1060,592,1531,-4,1613,1655,375,779,1381,1856
1225,674,1990,158,89,1489,521,1197,1209,178,382,1034
942,-518,1137,-619,-119,276,1139,-527,1667,1335,809,-1101
20,-455,771,545,1712,1775,342,228,364,-12,718,188
-136,-73,-323,-979,1425,-557,1996,1948,1974,1403,-824,-573
511,293,1708,401,1022,650,1664,1707,58,796,123,138
826,536,838,650,1331,750,63,62,120,56,695,412
1904,1707,1428,754,770,-983,1483,1900,1502,546,-791,-450
-38,441,100,1298,-474,-188,565,1303,1268,1780,-104,-823
677,1482,420,-1194,1339,-398,-564,725,-147,17,-782,-614
1265,-1066,252,124,150,-1220,1172,-1036,1148,892,1406,1776
310,457,-161,735,1832,1821,1386,-189,-175,198,-384,241
887,1891,193,-740,369,892,1373,-164,1469,-510,1911,373
1081,-350,962,179,636,923,127,-403,80,-1037,1102,293
1196,1920,333,553,-860,-460,1879,1046,1749,1204,1029,1217
798,125,885,-40,1933,1861,441,112,128,474,353,395
-384,1028,1194,1018,607,924,1277,525,1009,-868,1356,1517
228,591,1258,154,337,-368,38,1118,951,1936,211,834
876,-552,330,332,352,1973,472,-181,322,-550,1958,516
1982,1127,-988,183,1282,621,1999,1953,130,-81,1173,-585
928,1890,507,183,110,415,1260,-102,-182,-242,376,1050
732,1960,972,-14,90,-152,468,944,1221,826,554,420
403,841,614,-1218,1433,-911,590,-1338,-40,-1290,-491,-231
1026,440,-105,-507,261,521,572,454,1720,1848,1087,-427
658,764,1221,1782,704,323,677,1893,409,85,-108,150
331,385,413,1156,-287,922,281,483,1142,39,-505,637
-1158,414,-33,581,1570,1748,-913,-237,107,19,1118,1888
420,-1151,1433,1609,-490,1348,287,320,354,328,1502,1647
538,-530,565,-308,836,292,-786,-656,636,-288,1393,1689
-645,1236,1252,-798,-731,-671,366,1997,1758,1361,1710,-204
373,-312,589,458,498,2013,785,870,1850,1414,-159,154
1602,2240,-962,-378,33,1015,524,-110,1526,467,2393,1231
1374,672,396,1102,1134,-158,593,996,178,694,-103,276
1109,543,655,999,198,37,-395,425,1018,-33,-1129,184
-613,567,1504,-30,1053,-348,-955,-306,232,-980,1233,-877
315,-437,6,1760,1944,1966,1759,1640,1686,-312,-826,-707
469,-351,1152,706,501,-1116,-723,-112,-592,-505,-1030,802
921,261,410,422,629,579,872,-211,141,948,1914,41
-13,484,1102,-712,797,197,1100,808,1799,1869,1534,-691
549,-250,326,881,1170,549,141,-568,1024,1927,1437,-618
155,-1174,1676,468,-946,195,632,-1170,1222,-740,236,-918
133,406,344,570,852,1313,1742,460,1699,1121,359,1949
1294,295,166,1834,38,-1086,-227,-600,-472,-600,363,-593
673,-321,356,-159,735,887,1026,-566,-420,99,1076,-192
630,839,994,397,258,855,-430,545,1107,792,935,627
497,1098,-567,-824,720,1112,1812,1,-548,202,920,1300
379,426,1428,499,783,1887,256,1885,1890,1544,622,1309
1054,1981,1591,1880,776,317,1876,1875,92,-1143,1254,127
1972,962,398,31,886,769,1026,1901,524,-31,74,1292
-21,396,623,599,1210,779,558,15,884,187,177,267
790,146,1662,1837,401,260,1289,234,489,-184,322,-55
1682,1866,369,-466,938,1066,436,-1155,1977,1252,-71,294
1597,1709,-1006,78,1816,1839,68,-328,-836,1247,7,-285
-440,537,940,745,1405,-21,694,-529,1823,1388,964,-734
-213,-563,-618,-157,1322,-763,425,-1130,867,156,1752,1679
680,-859,1720,-169,1909,1554,97,-948,1581,1945,1207,1863
-694,-306,-463,-1069,-833,-785,1730,131,-146,1158,1618,1117
398,-183,646,39,1489,247,-94,973,758,331,1811,16
1020,-438,1417,269,1303,1975,632,57,355,-60,509,351
1231,704,1751,1591,442,351,279,138,618,593,263,104
372,-830,-450,906,358,-917,910,-677,172,-80,1740,1470
165,520,-373,644,804,-568,493,1144,1729,1520,1515,1858
891,-838,1791,1049,-1122,276,1103,-993,1177,365,1772,1359
-693,808,1753,591,292,-663,546,-52,335,336,-1086,583
392,-142,-452,-281,-503,-867,1310,1873,886,-577,-962,-315
927,274,-146,617,726,761,758,-399,395,83,1219,1691
-779,-591,835,-1072,1695,704,1116,-561,-184,358,523,-330
-244,637,114,1536,39,368,1938,848,-82,-879,1123,974
1525,1978,1054,357,198,1386,259,468,970,9,622,860
1995,1647,206,1496,414,609,1062,216,1292,-89,768,393
455,-1075,458,-903,961,720,122,435,-188,1573,-803,-472
1582,174,2027,1459,192,575,1736,-116,463,439,-1022,-177
876,363,539,1104,1290,1000,133,1040,883,-13,180,302
-350,31,-728,741,636,1525,804,21,1962,1151,-1121,558
586,-791,1176,1788,52,-606,1789,-55,1034,848,238,801
1948,1464,606,-74,565,-274,1636,27,924,-143,967,1617
134,1209,-874,486,730,-805,440,-487,563,-100,1394,-424
537,183,577,419,63,969,-567,679,1997,1817,864,1503
-206,703,535,864,1599,595,1018,1357,1076,1201,1384,482
1874,1170,1382,1800,452,133,140,131,1997,1162,0,216
-1110,659,1320,407,-17,386,1394,1380,-108,-958,1971,1793
1083,4,-162,-57,28,340,104,1038,-250,827,-195,1702
1217,1875,1987,1171,158,458,595,72,972,-125,1056,687
-7,-198,-853,184,1847,1025,263,-1148,842,17,1565,1400
1658,1733,869,324,523,712,230,467,321,-240,243,1011
-563,-852,-84,-394,1935,1490,-651,-465,602,-652,-94,939
-1133,241,1472,387,871,-630,704,-964,804,-1004,1250,1859
-714,-257,271,-1107,1284,-191,1473,1931,-100,259,1780,4
882,68,1493,41,77,269,-3,381,1942,935,974,616
1130,199,1429,1957,-1081,150,1449,-557,37,-996,274,-955
1420,578,582,381,1248,1322,358,1993,1970,509,50,540
574,136,8,21,-13,-83,201,693,205,1945,1494,1838
1352,1609,400,1496,-704,481,388,-325,397,-8,1831,116
263,188,-540,335,1739,-221,1652,133,710,1403,-358,624
604,1951,627,1227,567,200,-170,974,1321,1801,393,102
-31,967,1004,-88,1060,771,1293,-180,1556,1770,20,160
599,1020,-103,-360,978,-274,1340,-306,1819,328,741,1312
431,96,924,690,228,510,733,1923,667,312,1021,1907
550,436,-178,1269,509,-3,-731,923,656,-75,227,1496
-896,779,0,-711,1080,-782,190,-173,1415,88,-762,-203
708,-1237,861,-1676,274,-1335,19,552,1833,-387,-790,512
208,274,1474,136,946,21,237,1897,1695,1967,610,591
1407,313,677,382,1600,1501,206,1284,1694,916,313,803
-46,835,798,335,682,696,1845,1700,485,323,-748,-125
407,812,165,1400,1299,1269,146,355,774,253,845,1670
-361,-7,799,-85,1321,-68,328,1712,-10,-71,1204,971
263,-534,452,653,-797,-437,1654,1961,2089,2257,-931,897
997,368,1574,117,709,814,1590,-23,795,218,666,359
1701,655,678,1260,132,1241,1041,374,848,278,242,810
141,618,1604,206,936,28,771,318,189,1733,1404,1758
1501,1676,-33,68,1965,550,1767,1740,1243,-83,449,-93
1973,1491,-836,504,1855,1999,706,34,-289,61,1100,-532
1476,194,250,935,476,674,291,388,876,-436,1811,1485
74,162,208,10,1631,162,1198,1871,1524,201,167,1067
914,404,-59,-339,1616,481,1856,159,420,51,49,-1026
-274,-1085,373,-401,-1158,-139,-907,-343,565,-489,1088,1874
438,210,753,-629,292,500,233,103,551,559,672,821
667,-765,1318,395,-799,1147,1257,-383,532,-438,789,-1049
1403,-47,-600,990,-45,-1076,1830,1255,807,305,287,1671
1241,1230,455,573,764,273,706,-76,13,50,1939,1061
86,112,-171,853,1023,294,1280,1896,1943,1142,-304,447
-989,959,1309,1929,1766,1723,321,-1126,111,276,-1013,-215
235,-1023,-357,-472,1067,-652,1251,1956,481,-1158,-756,886
-83,-949,1305,-705,417,378,2048,643,1868,1641,2052,1138
1502,575,1215,-362,202,1802,1621,1661,1916,1663,-1014,925
1931,1721,710,240,1090,-126,581,287,1335,573,856,-602
-278,604,1460,796,-24,-2,430,431,1549,1819,162,-92
609,1916,504,-17,1550,348,1505,1709,1111,87,1098,380
667,370,1755,1576,680,442,-469,454,1911,640,184,-354
1768,684,1588,1745,1039,295,671,955,118,75,1693,1235
1647,1944,815,264,-105,763,1358,521,1367,791,547,742
694,365,387,139,812,579,348,223,734,1606,243,766
371,792,986,74,830,-457,826,381,876,573,1201,672
1851,1047,1118,-456,276,910,-253,728,1671,0,1398,10
1471,-421,-832,738,-988,1056,-674,1415,63,1994,956,312
-929,-119,131,-885,1613,174,238,1055,310,13,-498,206
-805,1183,98,1571,1457,769,460,68,1070,70,201,371
184,-18,1018,311,461,513,328,68,620,272,527,-19
74,-1061,579,209,1176,286,1429,1833,542,966,1241,-772
450,951,959,784,1407,10,800,547,14,1069,1315,1107
-17,680,609,584,692,-1101,588,302,324,-47,-307,-961
1552,1575,1960,645,1353,-65,213,118,-24,537,878,836
321,925,925,483,223,-66,-254,628,820,1897,328,746
313,352,1220,1843,586,-1166,950,501,768,-831,510,-486
1863,1279,1360,1729,80,-175,840,575,201,233,223,-246
420,226,1161,944,1982,769,949,481,841,480,1105,1060
-1085,-89,120,-241,620,-185,871,-283,-108,321,1973,1529
624,191,1185,1948,1020,282,1260,1526,887,466,835,1052
59,-17,1143,92,-613,1273,265,-928,589,-444,-697,886
1120,520,706,-343,133,1021,1590,189,475,-195,-457,127
253,4,878,280,41,404,963,392,905,180,233,-300
1875,785,1207,-849,191,1715,1297,-350,55,-530,248,-1152
143,1314,1062,1868,295,881,464,152,829,88,603,1623
489,-289,1446,1950,306,-1051,-1022,-191,1437,-573,189,1776
1929,925,265,789,1525,367,1707,354,-460,893,-589,-721
600,1219,-293,562,1623,0,1856,1478,1102,447,-156,998
609,275,251,-21,1260,1995,909,-874,-905,-222,-905,46
-557,534,978,969,284,325,303,-13,1315,84,-279,8
1358,-798,1733,1519,1753,1179,266,-979,1375,-552,762,-978
1729,-31,114,-772,-396,-16,-1092,19,216,-1254,1330,-743
559,586,1602,1820,108,96,1568,-526,-362,-822,1293,1776
1932,1579,1292,241,605,1369,1762,1232,1055,-193,-872,1185
453,1991,-897,114,1299,1800,1132,17,472,-919,879,-1030
-108,240,364,303,461,1955,377,176,1947,513,1500,427
676,-24,1160,305,-371,106,1874,1766,499,893,700,98
1364,847,237,730,681,1197,731,41,294,1712,1526,258
1493,-301,-794,460,-374,1295,1295,1154,1745,1757,1929,1833
1905,855,1754,1650,1036,297,613,-804,985,-434,-14,-304
338,395,355,-1134,626,1276,1122,-911,1866,1482,1672,1029
1052,-161,671,731,894,370,1978,1924,500,1195,1552,578
29,1080,-692,-42,1783,526,373,558,-308,-60,606,1962
487,448,1087,1765,220,1728,1876,635,1080,1265,795,1520
298,-119,700,243,1622,-147,634,162,1551,957,52,879
634,-517,-1017,885,-395,1022,1208,-8,171,-75,1125,1966
378,520,1872,1786,44,430,1055,-511,1424,1035,976,96
284,71,1872,1176,864,346,714,-559,-582,1445,1417,-707
1791,98,1676,1209,-497,158,970,-396,107,-988,1934,1205
1503,1795,905,457,1262,-121,673,-324,1040,-410,1123,-300
-872,0,1784,1777,-186,1204,757,-683,-1138,401,597,38
1827,788,-671,-781,761,-1125,-111,-839,826,-309,-31,-1131
-192,1037,326,629,-655,-187,-921,919,-137,1384,817,1110
379,98,929,239,216,-514,-1080,-82,1283,150,232,-139
1240,-102,1850,1894,686,447,692,1608,636,-92,194,746
666,1868,381,129,601,515,1311,6,291,714,-349,42
322,114,372,-87,99,196,649,-201,1229,1965,1341,791
640,88,942,-5,174,1288,997,721,822,1905,1291,1900
899,912,1206,1187,228,1440,-673,-615,1761,1235,11,-359
-32,-178,660,-1083,1617,-478,1531,-670,1924,1285,2059,307
96,-233,711,302,1621,1647,182,1272,120,130,-104,1445
98,326,697,-384,1566,197,201,-596,1897,167,243,-1154
575,0,1148,-888,1211,1956,-347,493,161,247,-577,1439
857,-11,1311,322,59,624,929,507,656,371,1712,1790
-257,-830,-1094,-51,1307,-515,1862,1922,880,-1037,-936,-28
1442,-547,942,-1004,1622,1874,1837,1178,316,1985,1998,177
1204,1526,-1144,641,1802,1838,417,-1105,1201,1870,-262,9
1808,1449,735,252,902,626,1151,102,1764,364,264,694
174,1287,-688,516,1492,1116,-602,-312,1591,1993,1911,1734
1729,1137,-222,1516,197,632,783,579,534,-259,1944,331
1650,1630,-1081,213,1569,1027,1529,-418,603,828,-519,1570
-758,1049,1137,-869,610,350,1950,1929,297,308,2011,-79
1626,1596,1283,1256,41,1676,768,1536,140,-1132,1159,-717
628,-24,672,83,83,1247,1765,1889,389,251,391,947
241,-1075,90,-417,646,-766,1217,-742,-460,-122,613,1916
369,33,903,-7,1825,1427,283,-556,1969,1181,26,554
418,1389,81,-541,1366,-700,674,728,737,-118,1605,-369
1385,1820,1833,1639,420,55,-12,155,975,-786,63,-371
1290,-740,642,-894,1891,1705,686,-54,200,-323,77,1884
714,834,22,1817,328,157,781,-686,372,1813,1931,1387
776,974,239,854,203,242,430,-115,471,-72,1047,236
253,731,159,-19,1666,1948,865,-7,1591,920,118,434
1627,1080,-784,1112,1180,-623,-1045,725,-182,261,-626,623
1414,1906,-1077,506,1372,-722,1490,1726,-812,1194,-927,1056
395,750,1308,240,1764,-145,-198,488,1764,1195,-508,-655
510,854,767,808,919,79,806,545,532,1129,1627,1713
-319,-419,503,-704,507,-647,1754,1178,191,-1129,484,-437
716,954,955,105,-77,831,1517,1827,999,255,1510,352
1178,218,1294,1850,585,582,250,-633,67,777,1738,96
366,850,505,274,1409,-352,1885,1451,-464,504,1421,1744
147,-490,1632,1928,682,-505,849,495,-89,1447,1684,-237
-982,1006,1396,1963,-1227,344,-939,-373,994,1944,531,1789
