Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
-1042,-140,1842,1968,342,784,754,-664,-258,1420,1935,1544
1804,1115,-27,465,1395,-445,1741,323,-534,115,1559,-476
677,55,30,273,152,94,-1098,17,1384,-693,1553,1923
1422,1613,236,-288,828,209,158,665,277,1049,533,3
893,-100,433,342,708,947,275,-184,200,-17,260,1362
1840,1695,1396,-67,82,1013,1370,1262,1250,325,281,1133
632,2393,-142,-895,364,203,1416,1990,478,-670,-258,-281
640,-10,1428,123,677,632,368,652,592,426,-12,479
-641,-630,726,337,1845,2059,1610,2194,346,-794,-370,301
740,1863,1004,439,998,207,-177,1228,774,-202,363,210
962,781,239,836,1647,-36,312,450,976,-20,-363,896
625,-662,1011,-933,1790,1009,300,-633,597,1930,113,-1113
29,699,626,354,1807,1793,295,1609,567,766,1339,1155
830,200,360,1009,192,192,-155,1082,1255,824,625,151
1103,-300,-955,252,992,172,663,521,674,257,290,1921
1827,276,1939,1633,-393,-662,-289,-226,341,-847,1679,865
-40,-967,1937,1189,-409,35,1610,1670,-22,-586,236,-277
646,-182,-873,345,1922,1151,1216,-460,575,-293,1857,1420
1058,-905,1523,1127,-765,-556,-263,-315,1830,1609,1183,1878
581,-1031,1191,1559,1226,835,337,1452,74,-181,811,1743
542,-326,1445,-455,400,-365,-1064,71,614,662,1982,1044
1717,1924,834,261,607,427,-260,885,-82,-48,-985,-309
1190,-689,245,-1069,986,-1000,-409,493,652,-707,1202,-218
1682,934,1998,418,1197,1333,877,1049,539,1720,498,1123
261,135,-1133,163,1205,65,946,-542,1190,21,1948,1764
1809,1364,-735,1190,1810,1687,-344,250,38,728,-171,-594
-409,1504,1404,976,511,412,38,231,296,729,1115,1158
-13,81,1983,1531,1262,-345,120,-7,1691,133,-1132,56
1054,-618,531,774,1945,1809,763,-256,860,535,2020,133
764,264,183,1534,778,509,-263,1194,1458,695,1819,1920
1283,1980,967,-282,330,-1032,1033,412,-109,741,1442,-664
1710,1387,1670,1832,674,773,1514,-231,655,-476,-1119,596
14,610,-9,768,414,23,328,497,982,763,638,1936
143,754,979,10,812,309,1318,705,257,404,470,1073
353,-6,1318,332,-88,842,1709,-124,383,636,47,877
1429,-506,341,-246,1622,1926,133,585,-433,1614,1972,374
99,567,-133,-529,1313,-599,1349,-312,1298,1923,1676,1555
1842,678,887,965,138,765,284,684,987,755,258,1505
-42,-1215,1131,3,-449,-332,-985,623,-674,-797,-1167,365
1989,454,1385,187,574,-221,1864,829,365,1991,403,967
956,-737,1784,1557,-489,49,232,449,1167,506,1845,1343
1338,201,1193,849,57,-87,1212,465,1381,207,778,684
856,888,993,1446,535,1245,1829,1644,179,1880,669,1056
-792,236,1310,873,1568,-191,-654,1041,405,-35,1210,1454
514,-1276,662,437,1684,1666,-531,-766,271,651,1292,-599
264,-754,-1104,353,1879,1471,-85,-503,-380,-963,1779,1731
36,1144,1296,1968,233,195,1039,105,1057,-85,-14,1798
1340,-143,763,274,655,-143,290,818,1275,297,1456,1779
698,790,1416,653,277,46,1878,1612,1169,1770,939,487
582,962,421,301,1803,342,692,-242,-930,435,1472,-64
493,581,1325,290,1154,-75,35,-1163,-173,-469,-1065,-79
1365,-173,723,641,-537,733,551,846,1625,1918,448,55
1822,1982,452,188,303,-169,210,-62,1818,1440,77,-473
464,254,205,1154,-433,763,1735,-114,72,410,1026,-302
-1053,344,361,965,207,403,1961,916,1510,1866,-868,1169
-261,-997,1599,555,505,-182,-250,1413,-1134,269,1333,1459
188,1122,557,218,296,123,806,601,215,-369,905,-619
700,-831,1452,1188,1256,-639,1998,1285,1613,1346,426,-730
1249,-953,1258,1404,1691,490,-1055,138,1023,592,1469,-799
1044,658,289,-286,1493,1083,124,1811,678,662,277,1074
1689,82,819,61,989,-58,1157,1922,281,331,-245,1116
1222,1617,1685,1719,996,166,106,1566,459,1388,101,420
1757,262,1305,685,196,1048,1993,1457,715,1680,-1013,744
1424,1776,822,1039,1304,417,1637,1493,192,1212,1979,1247
1468,1163,1084,736,642,1690,295,291,1880,1047,58,1521
1032,1133,1293,-608,1707,1785,905,-154,128,1226,576,1041
685,1930,638,420,325,688,53,285,61,-91,1763,1922
-112,1174,305,-48,1578,759,698,-18,-397,-287,753,1343
1174,1057,1514,262,238,249,532,388,-449,947,438,395
869,1765,1318,1639,1605,-572,1052,682,1612,341,667,-1175
1032,1082,1726,934,-1103,116,774,-1286,-376,-891,408,1575
360,718,880,131,1882,1523,1280,-384,94,1235,413,-247
1161,1120,618,1138,-160,499,501,1404,1998,811,1585,1515
386,-276,-981,353,1284,559,1134,-356,-829,241,563,286
-317,1291,1549,-177,-237,868,630,-963,1097,-693,477,-873
93,1929,807,1556,42,212,1956,1554,630,149,-457,204
1542,1621,631,361,866,1079,-19,1010,971,-294,1567,292
7,667,-105,-506,1319,-247,599,20,528,-530,-1098,201
853,-20,682,1134,1957,1869,-762,801,28,1417,651,1792
-317,1132,694,-378,600,1915,653,-55,1464,42,-263,302
1366,1720,1807,-77,-288,-799,898,-825,340,-649,718,-827
1341,127,562,-1254,-140,-440,1652,633,1325,-1020,-1037,939
-79,-878,1425,-679,920,-854,-777,1318,-310,-926,-143,212
511,1066,103,93,603,760,-51,942,1526,1713,-175,1328
646,88,1263,200,201,223,597,562,1936,1306,-929,-255
654,1617,893,-13,259,-30,1338,86,1151,171,1298,255
-894,-341,483,511,1583,1630,1816,1696,1349,-630,1034,-1122
-361,204,834,-1011,607,570,45,45,1933,803,1714,1675
1823,1666,378,9,863,5,1195,1796,141,19,-674,1089
138,-197,917,98,1139,479,1219,1922,1458,242,-371,267
291,764,1073,-306,-30,1363,498,587,343,-32,1039,410
-144,757,434,628,226,841,1347,1932,1894,1019,785,7
587,-386,95,-288,-627,-532,1507,1109,1174,430,212,1117
1935,1918,533,-947,127,-402,1083,1806,872,219,-278,-1010
752,463,132,248,360,826,1457,376,637,1400,563,307
1762,1375,1903,1695,136,-124,-123,-726,1780,-30,236,119
875,137,1455,-474,1164,-504,-633,-630,1176,982,1267,-76
1135,1784,504,-1085,1366,818,600,18,1198,413,1584,457
153,519,287,1079,1729,1913,520,-932,1841,1169,113,-1030
1320,1901,66,-1131,1217,26,-812,-73,-363,-51,1492,-683
1697,1819,1579,805,694,-1013,1006,-572,-166,-538,589,1202
-928,392,878,1589,1519,734,61,1793,900,194,1375,611
1643,1749,165,404,1104,299,1547,135,461,1474,1625,1359
1531,169,1267,568,1462,539,-522,-828,984,-832,905,1869
503,919,1857,943,353,350,528,1198,1432,-120,68,-248
-21,9,194,539,158,202,1911,1790,291,-124,1153,-13
-849,1258,1388,1705,1471,168,1312,-422,687,1207,675,1706
666,142,-1116,111,1022,796,492,1998,610,426,904,-469
306,256,931,1058,-84,-303,-493,736,631,1250,-44,565
229,859,1875,1092,768,284,943,271,1636,2,-298,184
1638,728,93,267,966,285,377,437,1184,303,912,1128
-596,-34,1821,-1,-224,1151,1575,1795,1049,873,1604,301
-202,247,1844,781,10,-430,314,-190,1608,1459,1939,649
1119,506,87,1942,1027,768,357,592,-592,849,604,0
1060,460,211,284,730,136,774,548,804,1477,618,43
636,517,1330,167,1938,1475,116,383,1516,-184,-71,-126
1008,1990,672,-322,371,1927,-393,-80,659,-593,1983,1858
200,-11,1476,1520,718,757,442,0,1901,937,312,191
1419,1832,627,238,610,-521,-184,1323,884,1046,1056,1316
450,1238,195,1266,1760,1237,172,669,1029,1241,1442,1945
75,-890,728,99,1910,1109,575,-752,1737,1772,278,1952
646,567,139,750,865,78,839,-41,1547,-72,471,241
331,1328,857,401,1952,397,-317,1204,1278,1955,1889,1885
282,-1065,-481,242,1256,1953,1941,1568,276,690,20,-563
-588,731,1101,125,232,436,1463,692,981,563,577,1658
-471,-187,-165,-1059,1957,260,1969,1842,1359,547,1673,449
-554,-806,-453,1344,1203,-871,1127,-774,1973,1104,1266,-323
318,-17,-759,1247,1377,670,926,2578,56,-675,-230,421
137,353,1263,316,785,912,560,101,1302,907,11,888
531,363,-71,894,882,331,1277,114,596,595,-50,395
1957,1361,-457,656,1834,1450,-132,386,1201,-869,-305,31
343,497,440,1072,319,1633,1231,663,954,154,1734,1683
995,563,1008,285,476,30,-19,88,1389,502,767,1350
1263,592,897,-446,1908,1026,1300,1278,1139,-448,-944,321
226,623,486,473,1456,1142,227,80,648,866,703,443
921,-120,-683,1139,1947,1127,1255,-812,1101,-945,2035,495
485,314,1623,8,219,130,386,207,1311,1065,680,1949
-275,1313,-254,-859,1538,1916,1208,283,-440,1636,-872,-497
-275,1341,799,501,808,961,1048,236,909,-15,1267,-354
142,-900,-537,-54,-87,744,107,331,1190,1251,567,755
1733,486,818,1199,-100,460,484,-56,1099,-269,438,434
-880,942,1896,1309,885,385,1482,-557,-201,-995,-911,788
-421,1613,-320,-243,1365,972,555,147,248,-1085,1928,1108
352,371,1314,1960,684,-284,781,367,47,-603,1832,1327
305,-215,1869,1287,569,1009,1163,277,-5,-146,930,359
200,-178,974,-580,-14,-666,1227,1844,1613,-434,647,493
1177,-493,-628,-723,1320,2042,-873,1171,1946,1894,1265,-771
72,-680,-909,226,152,1534,1399,-647,-409,-738,-68,482
961,-590,-208,1005,799,546,1477,-595,828,1897,-55,-691
1037,267,783,-404,324,1150,1665,1837,654,693,1411,912
-210,-507,1611,1927,1850,1175,2010,422,714,-371,1441,991
1021,-21,1230,-126,-280,377,1098,546,884,936,357,1332
471,1095,346,108,400,1051,-491,842,441,-366,1457,1160
1661,1051,1348,64,1012,1052,1123,-1012,254,-1276,624,-1203
758,1752,90,2,-420,1001,1392,39,906,253,321,-551
1979,823,636,641,268,776,591,-272,443,217,525,869
1729,225,58,573,-501,296,1255,-687,354,-62,1976,1578
-664,1218,827,-1021,1966,914,172,33,771,644,25,-205
1864,987,678,-472,-339,1298,-622,-153,1887,1220,-405,277
-231,-696,1261,200,329,-35,1025,1995,757,-75,515,814
1197,713,1890,1723,102,-667,822,-720,533,-428,-20,121
1972,564,772,-215,782,1962,214,607,536,-89,1992,1777
924,393,427,821,385,-14,1604,-305,1445,1714,331,153
1917,784,1747,1544,223,1784,22,524,868,563,1730,1440
469,484,842,130,317,-47,-953,-148,-297,879,592,202
308,1225,257,475,1319,404,83,343,170,881,42,1161
-945,-408,1353,1998,547,-876,1062,1875,800,417,215,-594
-28,243,1700,1662,876,-430,-355,-330,1781,1784,-795,-225
722,946,81,1329,582,215,660,468,1905,1130,1037,1746
1113,1944,338,682,224,1313,994,554,470,1083,1481,352
543,1269,1196,333,1097,1102,1262,1644,121,1246,962,701
1175,-981,1071,1418,-1046,869,925,-1086,421,-1112,509,328
852,-279,1474,-165,1061,663,493,-246,284,-67,142,176
456,-122,-359,-963,860,650,585,-448,1417,1675,1435,573
30,85,1967,841,1249,13,559,324,1108,264,164,-492
-228,1208,845,1533,1528,417,549,1625,799,481,251,1192
1803,1631,704,575,257,987,787,893,940,172,1506,1631
-1034,740,216,-1012,1392,-562,567,-700,-383,-865,397,-1178
1663,78,665,1459,-212,48,155,1394,683,494,1076,305
1961,1360,141,764,105,293,1330,707,615,203,387,377
639,241,1031,20,256,188,1675,1942,617,323,1005,-952
1704,931,528,-1128,467,-1228,1806,386,216,1587,-147,1774
867,358,232,-421,-423,-43,315,-12,1078,242,33,1629
1408,736,180,311,960,6,453,151,331,63,346,535
1205,639,1113,409,-258,-1004,143,45,1109,-297,1434,1621
367,-37,310,860,661,116,1984,198,450,498,-1139,497
565,1738,613,1809,1550,-78,1050,-1120,180,795,709,-1293
868,430,-101,-381,1924,1935,917,392,829,1930,425,262
-286,-13,1513,251,-458,702,195,-299,945,431,310,-84
-80,438,925,364,773,1091,200,744,1290,126,1075,-25
123,-385,-628,-614,-9,1700,137,211,798,1005,-361,-1073
151,79,261,756,422,370,1433,350,1293,1706,730,239
1022,111,-643,88,1660,1035,755,-297,1779,1563,24,775
1777,934,1695,1897,1361,96,1118,-900,369,1925,1243,1374
856,1414,723,835,1204,811,349,-415,112,-887,1758,1964
164,117,1809,1528,-443,264,427,-139,1454,1909,1058,-386
157,1130,648,118,-275,396,-540,655,1343,169,67,5
460,1889,559,-5,122,-21,570,50,1212,417,153,-1154
2042,1045,-481,-890,1965,1854,864,784,-690,172,963,578
1005,1038,263,1321,1524,1955,1915,513,913,502,859,271
1261,921,698,-48,651,1953,79,1785,682,788,460,822
911,-334,-571,-357,1097,-1001,293,-506,1253,-922,1243,577
401,943,1762,35,296,279,1395,365,136,687,1642,671
750,-715,825,275,211,921,1775,445,-97,480,-237,-149
918,1351,-1263,24,0,-172,62,-322,613,1544,-447,-641
443,146,401,344,-33,-72,1402,316,1929,1680,-647,906
1483,1897,964,-77,979,379,-366,467,28,337,-696,669
78,266,702,474,1378,1672,485,333,778,29,853,697
1619,668,939,898,766,290,1026,605,-348,1100,1106,602
122,213,1869,1056,1269,-281,1210,1055,224,1355,1,957
259,384,1391,1830,961,268,409,549,1528,592,837,1461
606,189,-711,637,-139,435,876,-835,1631,1944,-146,-522
1066,300,163,-757,471,-601,83,89,1025,1805,201,-341
515,-582,979,170,1954,1918,1847,863,485,-8,896,448
65,1074,985,904,1188,723,1972,181,875,321,1879,501
618,37,1616,1671,1703,324,168,1901,486,1597,953,1180
102,124,-189,1388,512,362,1283,573,1289,194,1194,1174
1271,-628,196,300,-738,-585,1567,1219,-1116,604,279,-1507
754,-1124,1333,-739,11,-936,1993,854,1608,1367,660,-434
736,437,1943,1987,642,-693,153,-1269,1029,-1110,1200,190
1248,1942,474,600,298,921,516,116,68,1934,1598,750
517,496,547,902,115,1220,1908,1961,1106,417,614,224
1093,754,-324,1043,1081,555,465,1642,1631,1981,1537,458
1909,677,1472,1729,150,261,-304,1499,733,878,-389,46
488,757,1983,269,362,-35,1108,332,395,820,64,1004
1842,1412,472,-325,339,-453,1799,-61,-172,543,409,-821
1823,1733,693,-1130,1321,1877,1619,1501,1742,908,-841,683
1653,-420,1500,1558,927,-632,-1082,551,1439,1064,1575,1492
299,291,362,406,-396,390,124,520,822,440,426,-580
371,897,699,-118,997,-179,887,622,62,-493,836,-883
787,434,1014,-104,1758,1187,1272,664,377,-125,688,-133
1508,168,-836,1109,100,-446,563,-751,1056,233,1628,-542
269,-96,1348,914,846,655,520,-104,647,704,1786,1320
560,423,1607,602,777,809,58,895,1773,191,747,1835
1639,242,753,499,112,639,1214,1899,1888,1924,441,575
1956,1420,958,-1029,2045,884,1258,-144,-18,-270,-360,-181
962,-1330,786,187,1702,1131,1397,836,-176,-33,732,1410
1954,1374,557,-15,275,-219,-574,974,147,-150,343,694
1183,172,577,893,494,1364,229,139,381,1526,139,60
1845,1572,-659,-650,287,336,1242,-717,-1021,3,-400,1224
676,1945,58,31,736,-320,722,440,1764,197,916,-32
29,110,479,16,243,123,1001,208,276,1378,1583,-21
686,1801,507,327,1596,100,154,451,1344,583,299,408
243,1541,1460,443,328,-1122,690,-600,-325,-1022,1592,-452
1961,1644,1294,1927,325,690,1256,1209,684,28,-90,82
386,653,1004,1342,1107,503,118,1026,824,640,1961,1621
1757,23,150,1117,1066,327,140,731,607,90,1325,994
1790,1294,381,334,1240,1156,960,1543,1360,524,258,474
25,434,1306,1278,1339,-256,633,300,306,282,1648,1363
-1084,610,87,-1544,704,-589,24,1676,294,-1514,-609,781
1645,1621,-8,1505,1245,-866,1934,539,44,-492,865,-853
1742,1748,623,-832,1991,1002,795,421,84,39,-9,-238
397,2209,-110,-596,-311,901,1941,1385,859,-459,-680,493
266,-209,1200,96,819,417,-537,237,1075,131,149,879
1148,-826,725,-133,761,-673,1231,1731,1622,325,1765,1851
1538,1758,766,2063,1714,-263,-132,1613,1844,1697,1900,130
-897,534,749,1220,1107,71,1043,1302,1000,447,107,-148
658,947,181,1208,315,242,798,1309,1228,166,1282,569
1418,1917,1306,985,1785,1345,1156,40,461,1064,254,1578
384,1580,-659,-512,256,-309,328,535,639,4,1864,1962
1739,208,-141,19,1247,844,978,1895,1153,279,611,1037
669,1106,1689,298,115,419,116,1940,879,829,1983,557
1476,388,1266,90,-86,-305,550,-102,664,-1148,-1089,704
1446,560,400,354,108,-1,1598,445,143,1963,680,891
1044,357,187,791,443,720,1103,867,721,630,130,515
311,453,411,115,10,157,111,1627,1798,641,-849,1057
1090,266,157,701,1155,965,332,627,259,1804,497,789
152,249,1254,-431,-403,1071,-197,1218,785,362,-24,903
1938,757,1062,317,1643,1783,-231,296,598,467,68,693
390,357,517,168,-39,1374,212,384,299,-329,703,-389
1807,1263,279,166,1059,-23,479,196,1906,1910,512,354
132,969,350,-643,1379,-684,903,421,1175,1689,1741,1431
989,-310,-1032,881,-963,-340,1409,-1096,1156,-1221,-562,1530
1082,334,-4,845,1444,120,764,-115,238,104,378,1915
1746,1795,126,-502,-918,649,-454,1276,-140,957,1878,1524
1240,1733,1800,1858,440,-352,93,1722,727,499,867,-276
481,893,78,583,370,1036,594,238,1144,488,1918,1493
-81,-154,192,-1132,1388,-739,1315,1899,265,1100,1285,-841
528,940,1070,758,231,1334,194,457,353,-632,-252,1204
187,443,-742,1053,789,593,1788,-73,1967,1836,320,1577
1974,751,-682,-72,96,495,126,1937,1135,573,1473,1746
865,-1127,1250,-88,-357,-650,811,267,1954,1651,716,-1167
768,0,837,-198,325,-45,1324,1660,1605,1892,1996,208
-158,1011,964,607,1123,313,1001,-4,146,454,888,178
180,1204,-118,60,1946,1540,627,-773,813,284,1564,197
1680,354,729,19,902,627,313,9,1315,725,788,1058
-838,1220,44,1042,597,-203,1659,-690,814,467,114,-655
-512,1295,1358,394,940,1641,928,-944,-195,836,-1017,927
677,-899,450,1760,244,331,183,-916,268,-963,-111,1420
570,498,326,1125,584,440,1808,39,1894,1180,1643,407
1093,1703,290,888,861,610,1417,73,443,957,792,1954
250,-1071,1984,963,-844,918,1972,1949,-47,-319,-559,-567
1330,1950,499,316,976,356,995,-188,1202,286,-508,268
146,941,1724,1486,893,-725,1453,658,-234,766,789,1967
-564,-296,47,908,1396,338,868,502,1652,1650,1434,1171
1438,542,968,1227,-189,613,728,643,-147,10,1177,205
1721,1600,-551,-813,1470,1920,114,595,-47,1930,199,-1091
1633,-451,1826,1837,618,36,1785,1342,457,-175,-710,-504
162,140,1806,1417,982,1699,1733,1933,601,547,-126,190
484,1480,549,1032,1704,1716,1315,1267,1862,566,925,1448
1102,-770,468,-1146,1602,1750,-576,580,-497,-841,-324,-552
892,311,516,-559,295,135,1909,988,827,51,1355,1659
232,-1101,1220,-587,1519,-477,1990,779,1058,1286,-126,616
1723,704,1145,1604,149,1829,1778,-43,1387,982,216,-69
433,97,527,136,-33,1017,1169,457,359,225,1098,-174
1759,1263,387,887,899,-432,1541,463,1955,1540,-1060,0
281,179,985,1197,1229,-112,1086,887,456,577,1826,1058
1743,-2,1218,-163,176,654,486,99,799,971,-68,609
1212,1110,1099,504,1047,686,1504,699,439,1295,239,950
-430,-738,1618,1956,1766,50,330,1248,-431,605,1289,1494
639,-152,-474,1080,1495,1823,539,356,1833,1498,144,329
1537,709,775,342,535,1400,521,31,1415,298,213,1180
1281,1750,1470,1713,302,-51,559,-1053,-736,-703,-60,316
-598,936,1345,-399,1576,1555,582,426,1999,1658,234,-58
296,616,1858,1323,354,365,1597,-482,489,-729,629,594
1375,-775,228,632,1900,1377,836,-161,289,-535,1480,-603
1764,1061,-280,806,558,446,200,310,268,350,651,729
91,-173,767,449,530,-15,191,12,1211,926,134,1884
842,-26,673,655,631,-526,320,-242,1811,1536,927,996
231,550,1403,357,317,562,1842,1049,584,1622,1595,1793
423,819,1070,1120,1044,396,256,-195,706,-363,1197,878
1864,107,69,99,1001,1819,1602,-485,1995,1335,316,306
-809,1220,702,-980,-1091,-50,334,-1142,1205,-996,1464,-792
1945,82,572,1719,1457,349,1513,1862,582,881,1445,616
185,598,148,436,478,-623,-382,387,1220,660,1877,909
1096,601,670,1320,1195,-13,554,386,409,525,1875,1053
913,983,1607,317,57,1626,1111,1940,891,1782,433,292
1236,1290,467,1431,1535,1421,-336,100,958,-163,1132,-736
1378,375,1336,1466,1972,1627,1334,-756,-755,48,-875,160
1610,-479,100,-764,1417,64,1817,928,675,-640,875,-102
729,507,668,863,1592,1905,-198,248,250,1027,163,9
555,350,1314,58,852,52,577,948,1624,492,426,-60
144,159,1283,12,789,749,1221,1225,796,276,1495,1775
806,-426,1152,125,362,-440,1936,381,-138,444,1214,-552
1058,-323,-141,495,1373,245,544,1315,556,1470,388,1008
356,1000,740,785,667,1331,680,286,487,529,78,1222
1189,436,158,223,1487,1851,114,13,1970,1451,350,1037
1213,-125,992,-257,809,223,1368,476,102,1415,1337,1296
207,-1145,918,1655,1795,1524,756,-1150,1766,-77,876,-1114
1000,621,1138,808,1560,181,471,1249,625,609,1567,1741
456,1629,691,-243,-165,569,424,633,1869,1328,950,1726
81,712,-10,1095,1140,1939,1297,686,392,591,600,822
-445,-900,39,-704,1352,-765,828,-662,1458,1800,1139,-589
807,1,284,102,527,1873,1306,416,158,125,1957,163
763,-1528,392,-1534,1734,444,-13,1705,1408,-1299,213,-537
607,-734,-182,-445,1299,-849,-475,-936,-141,-1066,81,1985
229,-689,703,-302,-227,-165,1445,-794,225,-734,-125,1777
-581,208,1879,1771,396,-1102,1436,462,467,-679,607,-1080
51,1420,1138,518,1850,1946,350,798,1502,414,1379,1510
445,1157,-218,591,1993,78,1449,228,1647,1860,1076,982
428,-483,779,848,918,84,1179,882,-560,32,978,466
1787,1276,1427,335,-271,747,922,1739,371,464,215,-439
315,616,1553,1897,1488,286,-341,215,-14,-392,30,-1013
747,869,596,1248,-24,97,1694,350,137,207,1784,1701
1873,1712,788,491,923,1326,1364,363,181,1795,136,-94
758,-419,20,-1005,551,-1220,-805,652,1110,-882,1593,1205
1890,1231,1119,298,1400,-605,-133,435,1118,778,-774,631
1412,789,647,-1087,-101,-910,1004,8,882,318,-130,-717
106,1095,-646,790,1195,378,1266,1979,1117,36,-606,897
964,-692,1526,652,1687,1723,340,-1078,1447,1852,-810,-593
321,700,1159,-177,355,389,-112,334,83,673,237,-480
1882,1279,1973,1955,1758,-95,738,771,802,1101,931,-898
116,277,293,331,1289,107,33,892,412,-163,31,1510
1792,1797,1267,-420,541,35,-564,969,1279,739,1184,-875
1559,1549,1503,-465,-723,-469,76,-224,461,-992,1981,118
716,-1071,955,-818,1396,395,-534,869,1496,1759,-1056,-44
146,415,611,-7,1179,94,881,644,268,384,384,317
-701,435,280,890,1685,1915,1425,-45,1045,-273,403,484
878,997,741,0,1375,652,540,156,237,154,970,422
166,414,1067,225,1783,1486,861,1805,1367,-125,924,912
68,-366,-364,221,1225,53,58,420,1630,122,1219,643
1001,91,760,1054,311,516,532,580,711,-97,1311,364
1366,1856,1688,577,-729,106,738,-1147,665,-812,-460,-895
623,-181,1583,803,619,439,-672,1006,942,1105,586,2521
262,-549,752,-1085,-395,261,1204,-114,1371,164,1103,1881
1015,-1194,1550,1095,910,1041,-903,517,1969,1778,-935,809
949,1329,786,324,1619,823,-987,427,-289,233,-564,-315
1869,234,114,1274,1261,1977,-217,723,1984,1859,-978,-91
-863,304,1965,1790,1386,1903,239,-806,10,317,-805,1313
863,215,358,885,1027,330,474,212,651,808,634,246
-639,-291,533,-785,1302,-783,749,1462,1727,904,231,1169
505,416,97,349,1976,1500,685,342,1327,-57,1921,274
318,331,569,-94,835,247,-200,932,1844,1453,1885,833
1873,1874,591,245,484,893,762,30,626,1101,-34,1220
1791,955,1858,597,152,1868,303,1566,1251,741,1436,1170
-235,-1007,1508,-548,558,-538,1173,509,-411,1182,-70,-643
-543,126,-535,-855,-237,327,-1001,677,1479,3,1995,1740
853,-372,-24,-48,1183,1850,859,147,1611,1844,1134,-632
66,446,664,-11,254,39,892,1195,1875,1378,929,1266
395,396,374,621,794,68,10,-71,714,1194,1049,232
1670,350,1465,1090,-196,809,687,-237,-677,437,943,400
-44,-1151,226,-956,910,208,519,-561,1548,-658,169,-382
576,249,-305,115,456,641,-59,832,1924,1574,30,1800
-354,-143,1662,633,309,-7,863,1073,802,645,1082,1873
581,1451,-260,922,-979,164,1556,-224,1479,2059,-1041,611
163,-106,289,-661,1230,-699,1964,651,1849,1592,1364,1028
1255,1455,680,-203,1831,403,1062,618,-43,935,420,147
-967,104,1672,-20,1036,1454,600,-209,857,429,-91,-1064
1430,217,386,343,942,1330,1626,812,128,1522,1110,723
864,186,406,594,-924,-218,1868,1683,689,-607,1572,25
1852,1739,508,619,704,1051,158,127,741,128,1242,709
1254,-91,159,-252,652,655,621,1594,1574,-460,-269,983
38,1635,-735,778,1858,771,1483,185,561,-701,1904,776
1203,8,755,-3,0,420,529,609,1024,281,834,681
892,-459,-522,1575,1870,495,398,1840,930,725,-389,8
161,529,1004,90,720,315,672,1945,982,715,1900,1877
1957,1524,805,287,1799,1874,66,266,241,588,577,342
-504,-739,160,-157,988,156,688,-78,-960,377,903,-1096
748,-394,-229,307,1742,216,728,-1098,-825,948,1737,-291
96,1063,529,955,96,1878,1867,1035,496,261,812,802
1391,-2,179,182,1560,1889,634,-315,-358,259,-22,638
-257,-551,-65,256,429,436,1431,-61,323,53,322,141
1195,-593,576,-1121,463,1672,858,-979,588,-569,1029,1873
867,108,1030,2347,503,-360,666,2097,750,2483,999,1376
1189,983,-24,-999,1862,1616,-877,706,-276,952,808,-1014
1402,560,429,1384,258,1620,1213,903,1252,719,589,1364
1601,-489,-19,210,399,-613,1504,540,1450,1576,378,1678
1411,1849,1314,1871,-541,1463,665,1787,1800,-28,605,-1201
447,265,1862,1245,275,-1168,-80,-923,458,-70,1140,-992
514,-209,422,673,1179,1838,333,762,-750,-453,753,1906
1032,433,-193,135,1376,1325,1152,220,1939,1264,712,157
1669,-152,1141,-481,1971,1917,1220,-895,562,588,1545,-663
1038,-1182,991,-1242,662,1792,-290,427,-426,-789,1640,2042
679,-1062,-120,-990,-49,411,1173,644,1913,1232,1418,-683
-1113,-71,-966,90,979,1818,1565,1790,-703,-717,-267,-1004
148,1163,1345,150,921,-11,276,375,301,185,52,777
1353,161,434,346,315,646,1122,728,465,583,1679,1266
1234,-283,447,1383,933,412,1654,751,1885,250,206,-560
766,776,563,-129,512,553,112,1027,926,529,-83,-530
598,1394,1288,1446,1946,1972,592,125,351,408,153,403
-11,-79,-351,1417,573,0,1735,1476,308,714,1962,1720
137,-582,1623,-465,-500,-16,1993,1455,136,-479,594,1434
-601,726,-355,1374,131,1714,1632,2099,149,-50,1535,1103
-675,1338,1381,1787,1448,577,525,538,957,985,-635,1074
617,495,503,817,566,115,1812,1018,304,135,1468,253
1578,1686,-1050,-166,1204,-824,755,971,85,-1123,-228,-454
820,356,734,1137,89,1521,1920,280,489,1041,905,1320
1460,2200,1987,1868,182,-146,-163,-1063,619,-716,1219,1556
-237,223,282,935,746,704,166,1343,1036,845,612,650
592,54,-347,-934,-14,-241,-406,660,1145,590,1598,1014
585,-652,187,222,1886,922,1912,1768,257,1033,-896,-443
763,633,1575,154,-84,220,644,-24,669,30,303,1109
1336,548,862,-70,-370,1379,681,546,-104,117,-171,78
-703,539,1114,-302,-323,-899,1709,1812,814,-823,24,-1104
-257,159,1574,1718,1882,1984,166,-230,-540,-325,-1057,570
1013,963,-431,471,89,775,-198,1431,1173,134,784,1090
-98,1646,1666,757,898,771,-124,946,1842,324,717,1293
663,1140,1240,651,490,456,1567,320,-186,496,412,258
1077,1972,-46,624,1199,19,1042,159,-113,47,37,608
148,174,648,477,1528,379,662,394,385,753,1809,1185
1205,1419,-787,1228,-430,1588,1231,-757,-321,912,-308,-489
-369,984,-80,132,1066,2035,67,-808,1024,289,278,-1081
1919,1027,1080,-694,1915,1947,-187,-479,595,-791,349,342
