Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
57,1686,1618,1533,1732,1728,1166,-905,1528,1334,555,1980
87,1638,61,500,1976,1389,474,599,190,1962,1856,197
866,-897,-967,168,-140,1678,1128,1672,1348,-782,1016,1689
1350,1911,1778,369,474,1785,1759,1588,-1020,669,924,1968
-1146,34,763,1933,-153,1831,824,2106,-1055,273,-1394,500
959,1720,-814,-595,1422,-719,1698,-221,458,1915,1712,-312
1147,1656,1484,1519,-163,1823,-1115,-27,1391,1957,1379,1388
1434,731,286,538,125,634,1956,1885,1322,4,267,1948
309,1903,1477,1585,-952,1096,1824,764,1854,284,1997,1748
266,-643,1865,1257,568,-503,376,-1160,938,1873,-876,1189
1259,1571,981,-431,-123,1259,75,-675,1443,368,686,2062
1786,1946,1022,2208,1519,1794,-684,-806,-1018,-325,417,2105
776,1545,963,598,1081,-222,1981,1874,-656,-553,1044,1681
1657,1373,2035,600,1132,1119,459,-1116,437,-950,1037,1888
-84,1287,1090,-429,968,1341,365,1881,720,1574,1156,1662
390,800,1311,176,970,948,1270,1208,404,1689,931,1065
954,1162,561,1843,788,-858,1054,-469,-7,221,658,2028
1378,-763,1293,1710,-95,-762,1824,1666,1783,1404,1562,-551
1166,1690,1091,614,900,-1072,1361,1822,1507,463,136,1993
1595,-671,1600,-452,1605,1389,1947,896,1047,-893,1364,670
225,711,98,989,797,364,1732,183,1579,845,635,935
1636,360,217,1287,280,1064,1288,1096,670,670,952,431
312,-831,1698,-294,1325,1186,653,-265,565,1823,1158,1617
-1201,211,331,1948,784,1895,1357,1658,1130,1839,-36,2011
1212,1335,74,1512,570,500,381,1990,556,794,1966,371
153,-1093,1989,1355,1340,2673,1377,2586,2037,-499,1473,-1269
-506,-767,451,612,-707,-187,1572,1203,-40,12,490,-747
421,1521,1861,1781,1038,115,147,1113,572,565,1630,1493
1667,801,760,865,1199,1621,967,1624,0,557,264,1957
332,1829,579,46,677,-998,719,1825,842,-818,59,-1128
12,1609,-25,749,786,620,1425,1177,1729,-89,690,701
636,1520,678,1828,-987,304,-39,-531,1774,1193,518,1958
1356,973,46,1856,1774,1058,1987,639,961,1830,586,1933
1049,1628,1625,1139,1875,1965,1502,-534,-744,-624,1735,1531
137,319,670,1760,1868,1952,-929,1084,1600,-395,-194,1752
1667,669,1788,417,1113,284,1194,737,1579,127,58,1892
-51,-102,872,761,600,1270,504,1601,622,895,219,871
1964,760,-10,-1122,-949,-443,1986,1839,850,1844,821,2013
-389,671,1262,-839,765,1804,319,1863,1378,1484,213,1523
1339,1566,996,1630,537,1864,1359,1643,-421,-825,-617,8
1649,348,513,825,111,1040,1083,1550,37,766,167,1458
674,-1141,1628,-319,302,1390,341,1854,592,-1155,1974,860
981,93,1226,547,658,-192,1202,1592,-385,608,1380,1309
-1047,740,835,-31,1033,2005,1693,74,709,1972,1884,1148
1065,-973,-295,-1008,1838,218,735,-990,1287,1598,1244,-968
1679,1102,288,1123,1032,1751,250,1902,730,1871,-1154,-79
-158,-1049,1254,1980,1735,1867,-866,-504,1765,101,1160,1936
111,1190,1465,357,1163,382,831,684,985,328,256,337
950,1972,1508,1981,-783,-651,786,1730,758,-890,1583,1675
1538,833,-543,828,100,1975,82,1411,1115,1461,1948,579
576,-930,482,-335,1239,1673,-778,-601,1576,1556,328,1860
1148,1300,279,627,1866,650,672,1960,149,715,616,1949
1406,2064,239,2424,1714,1754,281,2513,-593,-876,172,2322
1469,1802,-666,-764,1752,-312,460,1844,93,-1102,1571,1341
946,1991,1175,1627,875,1819,-65,1805,1604,1968,776,-1117
832,9,471,747,-805,1296,1968,876,1486,-253,1345,586
2029,809,853,-1029,-532,1557,613,51,601,-1126,332,1841
188,2213,1044,1997,-143,2087,671,2174,-360,-1001,942,2267
237,-117,-506,1614,959,1742,749,-1094,57,2205,810,-76
-611,-675,975,1705,-326,1690,1937,1316,1957,1729,1765,1708
1820,44,-969,1038,1360,1354,145,1654,1886,1397,1793,1114
1482,38,387,579,430,475,148,881,1099,1354,1145,474
1593,1088,956,-1020,1357,1813,-223,344,397,908,663,1965
1613,1788,18,928,504,1920,1051,-118,773,1012,665,1082
270,-292,396,1896,1845,1675,511,1862,1890,92,566,171
68,188,251,1883,648,1167,1253,1301,1610,-327,1229,326
-444,-928,1563,1082,-52,1803,781,1853,1833,33,696,1846
396,792,1449,891,332,1792,1761,918,-395,355,-114,257
1797,1796,-20,-1141,1246,2067,1997,1949,1573,-728,2004,1827
782,2686,1378,2557,981,1020,1261,1356,945,-416,65,-49
107,-1085,1249,1535,783,-1039,1823,1576,1865,1169,1161,-941
-718,-707,666,-1102,1150,1641,417,1835,488,1670,1467,1350
-731,991,426,961,1110,-759,-210,1733,1579,619,1644,2176
666,1709,-951,-562,229,1054,-345,1743,-247,1732,-303,-1032
345,1830,-986,-187,848,-1059,1950,1218,852,1765,-715,1432
845,1884,1558,-36,-796,34,288,748,821,1588,1311,121
1852,1904,171,1353,1966,73,1409,1367,855,1930,1049,1612
563,1941,1873,751,-1086,-35,1280,1655,1731,978,123,1439
1169,-803,1104,1927,1421,-250,1381,1700,1036,2143,1856,1520
1094,-954,688,1782,1396,1848,-169,1595,1448,2246,-258,-1003
1426,1391,1859,559,504,1887,1124,1222,1479,474,1300,1104
14,698,1003,136,1342,1974,1986,1229,1372,-670,-368,1737
353,1846,-870,-542,1367,1456,1973,1206,788,135,-1074,-117
1247,1320,57,-1129,1510,1414,1453,-762,1848,1245,785,-1121
1172,1731,1189,-584,1670,1448,-588,-822,-1019,-200,-1092,-100
1413,1941,34,1143,788,1921,513,144,-684,1563,1428,1546
66,598,-109,1017,1741,1114,1085,1373,1623,1418,1377,1720
1924,1860,1214,-871,1229,-944,1484,-550,164,1228,1986,175
1991,1590,517,1836,221,-1144,778,1307,-781,-571,1492,1310
1021,2001,-1061,-491,788,2008,1277,1883,1072,1922,-1179,-334
766,1966,1978,1950,-676,1473,1938,1611,1723,19,-146,-1086
1431,1066,601,413,264,1161,1164,-105,1165,874,298,1615
1050,1092,-1069,-106,500,1453,1950,1039,400,1862,666,1905
1889,1572,605,-1075,1015,1720,-1085,768,1879,1341,1521,1941
1889,1346,1756,1635,1687,-80,1125,1527,1655,-513,-212,1617
1082,-936,354,1990,797,1776,-763,-668,-469,-896,1497,1772
18,1109,1883,1784,2025,955,1134,-38,1591,6,-409,-54
-5,566,1361,-764,840,1753,1865,1441,1785,-59,22,1805
800,236,626,-325,640,1999,1078,839,77,1928,1430,1132
1764,-147,1109,1012,362,-1168,1777,1318,691,-1128,980,1704
763,1898,1953,385,169,-1144,1076,1680,1623,453,1445,-736
1633,-409,471,2044,750,2094,-1008,969,815,-1105,685,2158
842,2163,-802,1310,-1257,156,492,-1116,585,2094,435,2178
1928,1454,875,-1060,977,1737,76,1814,1603,1433,1408,-733
1671,1456,1536,-168,936,356,1881,606,257,1236,1087,-74
1205,1496,803,-54,1052,298,1134,1094,-145,887,1340,497
1707,-333,1642,1418,740,2008,1288,1887,121,1830,1298,-833
484,-1138,107,560,363,89,-1075,-31,30,-1125,1784,67
434,1871,472,117,213,930,1512,1682,-46,1009,695,336
865,1605,-393,1649,1606,7,1579,1358,266,1865,525,378
705,2042,1232,1874,-345,353,1224,1475,907,-1028,1719,-111
663,1820,1613,-17,621,2,36,280,268,-1056,1039,-952
1969,891,56,1617,1679,-402,1798,1344,570,-1120,536,276
1697,1830,457,700,1780,767,59,-1092,280,1786,309,635
429,-1130,-332,126,1294,-536,1384,-909,1463,1629,62,1393
444,248,52,964,1367,-186,1537,-1,1927,334,1056,1317
1451,502,-147,-1057,286,-1084,1082,390,1289,1811,1245,1945
443,-650,1442,1383,1089,423,812,1051,457,1819,381,321
1043,-600,723,527,1874,1831,1183,-128,1927,1309,-780,-707
178,1944,576,72,1043,1630,71,1177,1394,169,1446,1776
1439,1130,526,1376,1762,424,1831,1158,1286,484,100,1673
348,-1132,1497,-647,1024,1686,-1104,718,1823,1103,1876,1471
1794,188,863,843,1564,1201,783,-1125,1865,461,759,1852
120,1991,443,-1149,952,-1031,1238,1572,958,746,1245,1613
1774,1349,1660,711,174,-1126,750,1770,1206,1746,495,1792
1373,-725,77,1753,881,1726,-977,-259,-983,1025,1845,138
1366,-353,1149,1321,1231,1857,1648,1255,139,-258,1882,1098
1227,89,113,769,1796,-88,984,-451,1133,1686,1669,1152
163,2025,-23,-1145,1683,-103,-96,2011,1553,1579,1060,1979
1774,367,-551,1531,1734,-35,1355,-639,-1116,491,-1156,446
1951,1079,1765,1360,910,-919,1166,1905,73,-1125,988,1705
-323,-998,1151,1777,-66,1580,1492,1357,-172,253,1828,1207
756,1495,1560,2189,-224,1347,1003,955,727,-726,809,1985
1031,2215,508,-76,867,2146,713,-1004,-1135,907,322,2178
1585,1900,188,2314,239,2396,329,2138,2139,1119,408,-1247
745,-47,1817,144,1301,988,213,1847,1502,1381,671,336
2075,2126,1122,-688,1325,1125,813,2180,1963,2475,152,-312
1608,512,648,172,547,495,125,1957,1701,1323,1373,1798
-76,824,927,1161,1191,-855,1668,1216,-31,99,1714,2211
944,-1005,-968,1075,-963,327,14,1785,-1181,736,-1014,-294
169,1916,1883,1443,1879,1659,2009,1659,1598,86,1041,-1142
223,844,1631,884,1566,573,1832,88,235,1379,1855,67
1102,1290,869,745,227,1857,1151,1662,1444,23,25,595
766,847,1422,1386,783,1831,728,181,-682,1287,1825,1848
1886,892,0,28,1300,57,38,1117,1056,1871,59,76
-1049,-73,1823,42,951,1285,1179,1818,1046,1600,-666,1471
1913,16,1932,596,1750,924,-500,-906,1116,1809,1618,1232
1627,2126,838,-391,1810,907,-205,-954,1794,2039,1917,1916
-873,-433,2031,1955,1354,2387,1578,2085,2001,1833,901,2637
1512,1771,405,-1169,1610,1348,630,1896,1710,1416,1956,998
-24,-699,-562,1096,1989,1354,-534,1359,1176,1544,-1062,-44
2024,335,1735,228,-223,-1042,1466,2001,1397,1957,2027,1190
1653,-247,-1119,146,1622,1291,160,311,356,117,-1029,665
-39,888,-151,1093,799,-1140,788,1961,-934,-350,749,1919
524,-1135,646,1846,1448,-676,274,1860,547,-988,1911,433
1682,1368,600,-171,1323,-116,773,1799,-1153,290,191,1828
1608,1377,1978,413,763,1835,854,1878,1879,718,1227,1703
890,2056,1981,1330,1705,1503,697,1977,1784,-206,795,2056
1281,-536,1584,2318,643,-1103,998,112,2027,2048,1866,1650
781,1151,1624,216,636,1947,1618,932,155,1900,691,721
844,763,1992,86,1903,1682,796,927,1134,1887,1242,435
1903,62,454,1800,-382,67,294,-234,1685,-235,914,1706
1824,953,1855,1541,556,-590,1089,1812,-22,1886,664,1937
1505,1019,355,830,-601,-660,351,-403,1135,1103,1300,1760
791,-380,1793,559,649,1676,276,-621,174,1878,1306,1695
-55,1883,1821,1353,-772,1437,981,2006,794,2073,1989,1525
1989,807,275,1911,1784,1041,1735,854,998,1784,398,1892
1571,1532,1816,960,345,1876,213,-1158,1641,1182,-110,-1113
1180,1672,1398,1415,174,-1148,-392,-938,1805,743,284,1848
1405,103,1303,1841,1356,2092,2197,1216,-406,-903,1866,1569
298,-1146,779,-1092,328,1835,-1030,577,1657,-405,1476,1346
1122,1995,417,1635,821,1977,1883,347,1502,1578,1208,1039
451,856,648,961,1021,321,307,1073,332,171,309,433
1972,984,1828,233,473,1881,722,1411,821,1794,1005,1430
1695,-373,1245,-888,1666,1502,1757,1529,38,342,469,1849
487,844,482,504,1061,-95,713,898,837,1778,1144,126
1853,1032,321,-1163,804,670,1985,1647,911,-1064,1554,1320
484,1938,938,-1013,-769,-339,-154,-1059,921,1710,115,1926
1713,1212,184,2095,-1005,1074,84,2038,1319,1735,-1098,932
-198,-260,331,-1134,1102,1537,870,-4,-21,497,416,2101
-1122,252,1188,1593,1977,1713,1810,1380,1249,1993,157,1965
1566,261,340,1556,1328,898,1256,609,525,1354,922,876
743,1840,1574,439,657,1240,715,-74,324,-63,1908,1586
1745,-96,1471,1395,273,1957,1927,1026,1213,1154,1362,361
1217,1809,1280,1587,798,-1093,1949,945,442,1948,1925,939
-339,-558,1752,-27,1041,1452,1973,1170,-911,-420,872,1937
80,105,-980,-345,1890,705,1443,1990,1283,1613,1798,9
952,-693,243,1877,-727,-90,222,473,971,980,1178,1613
824,756,1279,1966,1137,1910,1719,-343,1198,2007,-1141,407
1080,1979,1683,1881,2002,682,1838,1520,460,1977,1861,-149
20,1782,1749,-360,1947,1317,-894,-504,1346,1598,-84,1657
-598,444,161,1425,83,1784,1250,-855,303,-632,1375,1496
48,1812,1983,1278,1710,1718,1463,-522,1519,-672,1062,-1013
-437,1377,775,1935,436,2274,995,1488,1278,1902,937,2225
1639,-405,1668,1895,1651,1382,458,-1147,1574,1615,-215,1951
676,-1157,1963,308,620,-1157,1942,640,1930,354,42,1875
242,1862,-996,1046,-731,1344,1659,447,536,-1030,1450,-451
1576,585,772,-27,884,-1042,-584,739,912,108,117,1435
324,2069,52,598,-431,-528,1491,1647,429,2029,1161,1940
-659,-742,1273,1542,1353,1806,1999,1630,-942,-371,-248,1765
137,1883,1869,1499,1838,1796,2086,582,2036,1334,608,-1267
1827,643,-57,-126,130,-69,867,1911,975,1568,737,1839
990,734,179,1794,1034,-936,1044,1850,967,-126,-383,-873
319,1201,946,1724,811,-357,578,323,880,136,1190,1381
1050,1252,70,-230,1353,-300,355,1812,601,1137,455,1417
1309,1581,281,1389,944,385,836,473,1533,931,377,445
-1048,-211,1704,1528,1102,-177,1772,-79,26,1783,1620,126
143,1739,1630,1462,619,1627,-949,1067,305,1837,1342,1460
1090,1873,1241,379,1495,1377,-1039,-216,62,1998,578,2035
1249,-843,-451,1588,968,-997,895,1735,675,1796,398,1947
1855,1953,1388,-585,1816,370,1723,-263,-830,493,1084,-1036
107,-1052,2149,1079,1752,1327,1890,1945,1565,1684,-439,1657
1914,398,389,-736,1644,1320,1062,1099,-971,-236,516,1704
1325,1565,1029,903,278,156,321,1815,1472,1568,-256,441
-326,-1033,1011,2117,959,1981,814,2011,553,2127,1449,1772
400,1131,1031,-951,665,-736,747,-1039,252,2121,985,1748
350,1824,277,-1158,1706,967,982,1026,1235,1956,-1147,155
-395,-740,-578,1507,-391,1314,1067,-735,1861,1412,672,-929
1486,-730,1447,1801,305,2410,1370,2035,1085,2072,175,2293
498,1865,1754,1074,-867,-558,1169,1680,1236,-858,824,1772
873,1806,915,1409,1511,625,447,1860,1514,-589,1415,1460
635,-1215,366,2285,201,2194,584,2200,1551,1509,660,2193
341,1747,1648,1946,1549,1213,-836,-491,644,-1134,1131,1622
992,1708,-263,1541,830,1694,-785,-638,911,199,-40,-1114
1703,1005,377,1851,-148,-1069,833,1782,825,1219,1863,139
1708,155,711,946,203,982,1842,638,452,1091,1112,664
1169,777,1205,1287,1986,401,553,1879,100,1844,114,1857
1239,920,512,1728,-862,652,896,-525,80,813,-901,-258
-76,1634,1361,-671,-929,1100,1487,2043,-108,-905,1454,1799
368,1949,737,1925,624,-1189,758,1899,1964,335,2066,342
1747,1808,272,-73,1206,-793,-1055,905,1535,1935,566,-175
1519,1532,402,1913,17,1875,1864,291,941,1874,1969,1321
1860,562,96,1859,1020,1800,1534,1768,1812,690,1381,-748
1564,-543,913,-1029,1755,1360,690,794,-1115,3,1334,1919
-1005,863,-1056,569,1677,1512,1537,-481,-147,239,1454,1940
1608,1741,709,990,452,-1158,98,1829,709,-1118,451,1844
1042,440,1437,1513,595,560,1299,116,1887,902,231,1796
227,1259,137,926,1570,889,876,514,1671,238,88,1829
645,785,170,894,471,1597,356,696,1811,121,1772,1499
1348,-793,-392,145,375,-1153,1917,348,860,1554,1131,1993
310,-1154,837,1695,19,-1089,-945,-90,1262,-399,1127,1889
1152,2104,376,-1053,1742,1619,1246,1163,-144,-1045,1675,1121
195,-1138,1570,-524,578,1909,968,1719,189,1824,615,1877
1717,1615,742,1513,1158,-943,355,-1143,1058,1669,1629,-21
1386,1444,129,-1098,1825,168,360,1799,843,1723,-319,1662
305,1838,891,-1040,-240,-917,106,532,1403,-714,1303,1624
-80,1693,479,-1121,873,2069,966,1460,1631,1580,1392,1824
1757,902,822,386,-230,-1112,1246,441,1769,1041,972,1904
1677,1452,-579,-832,1609,629,1796,1029,-1150,548,1351,1776
896,-845,1631,-410,-971,-45,1040,223,1509,637,1016,-1632
1409,-648,1276,1344,1434,140,-600,475,1995,1658,-838,-369
851,663,85,1902,157,7,661,-186,42,1008,89,1225
1267,-818,1768,1511,-957,-155,-1116,46,1852,1588,1564,1658
526,1535,279,-1140,1521,1203,1807,61,1434,1983,-1042,55
-126,343,482,1155,688,1891,1985,1175,938,474,1986,710
1869,1032,854,620,-379,52,1223,1585,244,1010,941,-257
543,1998,1304,1295,964,-147,1583,1453,821,1941,543,1646
550,1997,1934,1255,1864,32,1628,1224,943,1937,1884,16
-424,-1476,-560,1504,-1040,712,387,-1475,466,-1552,1118,-1413
1124,1028,1971,100,1012,1729,-658,-398,742,1810,1909,1130
1633,-150,1001,-988,2016,367,749,1957,510,667,1278,2001
-627,-793,1531,1277,1780,-305,1692,-308,1326,-849,171,1848
1380,1160,381,4,1846,11,158,1855,1378,1984,906,613
823,-1058,526,1777,-343,1673,156,1748,573,1999,-684,222
1755,1837,1140,807,-54,-219,1728,1490,1273,1733,1955,1796
161,1826,1738,-8,114,925,731,1183,488,-24,831,292
1712,-429,688,1882,55,1929,652,1877,1444,1954,237,-1179
1175,1389,710,94,1832,566,-391,1483,573,1693,1218,-283
1329,79,1029,1047,137,855,521,943,177,1238,1806,350
162,929,1667,1919,567,1828,-1119,99,-556,1420,1365,1429
1944,1322,437,589,104,133,1754,1945,52,270,659,443
1960,718,1905,440,655,1859,1316,1161,1716,-407,1871,-78
2057,1465,1949,282,1678,2176,860,138,1714,2130,520,2619
1456,1552,1047,-652,37,-1133,1153,-1080,1963,1287,1766,1403
1109,-1142,598,-1012,87,1053,1790,1879,1893,1456,821,-1011
-546,-660,1138,715,-40,1870,830,1892,-588,1523,1338,1480
1389,1923,1773,1428,-1056,950,-962,-449,-917,-378,824,1722
1675,1385,-378,415,830,860,1518,497,1608,119,546,1207
1818,1030,1577,-311,1197,-1018,1974,1915,1134,-1010,1412,-937
764,-698,1133,1764,1445,226,694,1838,211,147,-925,543
80,1859,328,1966,284,-1047,-902,-532,1508,1370,136,1837
127,1459,281,117,866,-852,1838,1878,1539,927,986,1674
770,-1079,745,1942,1578,1851,1767,-26,1621,572,-367,1438
261,1074,1042,784,439,165,1233,1512,1623,1085,752,1199
802,1736,453,669,1058,1677,148,1940,1933,334,272,260
1748,1917,375,509,-1123,445,1409,1053,304,-1001,1003,1690
329,259,1547,502,1046,231,187,383,467,698,62,578
487,-1136,789,1756,1163,1936,-1023,847,1230,1756,-829,-344
1598,1733,798,-663,680,1949,513,949,897,1009,846,1625
-149,-1032,1822,20,599,-12,-300,292,126,1260,1184,-28
-482,117,1123,1385,675,-760,474,-509,1019,-822,-122,-870
1026,-955,1858,957,-641,1447,567,1864,811,1694,807,-567
1927,939,-854,1160,454,1812,1836,1973,1576,-286,1660,1677
452,379,1653,936,914,134,645,422,171,1420,1097,1050
204,-8,160,1648,-124,461,1069,1069,1080,-874,1531,1697
1257,1835,708,1999,1515,1644,1857,1631,-936,633,34,2054
919,1001,592,1557,76,1977,-413,116,1166,1683,405,-704
1552,1875,878,-16,810,550,433,1606,138,923,1767,1420
571,892,147,-28,892,-988,-10,-890,1999,1986,1878,1801
794,516,1651,1660,711,1575,1299,318,861,1761,138,93
929,-346,1202,263,231,-53,1833,877,840,1280,686,652
1571,1492,269,335,1467,-679,950,-999,1154,-50,-962,-479
210,1829,652,-650,1422,-705,-27,360,320,-1141,1187,1805
-454,1557,1049,-970,-1065,813,2055,537,1139,2018,1691,1748
859,-944,287,946,1163,-360,1545,1403,1368,1008,1723,-242
2006,503,1878,783,1659,1554,-609,-825,1769,-100,796,-1104
341,-240,1200,-849,722,1797,1590,1201,1725,-270,733,1785
815,1816,1936,397,962,1765,-878,322,1272,666,56,1903
496,-1129,1312,1879,1364,1404,1761,1761,-355,-976,1907,1498
1895,508,905,359,1639,1780,1370,816,567,-700,1668,1054
1411,1587,559,433,972,1776,1836,968,76,879,284,1846
1027,-949,121,1806,1802,1862,-134,-1065,1044,384,497,1922
1415,1812,-461,-693,1432,1445,915,-99,75,212,1838,1085
652,2025,1472,-694,978,1838,1228,1473,1747,1837,202,2027
1976,1642,304,1710,521,1658,927,426,1065,1675,1538,902
289,810,264,-167,365,1843,955,1704,1326,-803,85,-1117
1852,727,-66,347,1220,1976,1238,1488,610,-953,1444,-613
1916,1036,540,1817,1022,1801,1938,672,546,1928,1988,242
-391,-855,-731,-219,319,-767,410,386,1996,1628,458,-677
627,321,1895,1430,654,1854,1172,-927,1122,1757,1354,1455
1193,1619,-807,-422,1976,468,1595,1571,1932,84,1473,1532
1245,-830,340,-1095,1946,1043,877,-1127,-12,-1172,1802,1448
772,1724,413,1962,1660,1207,1128,135,937,219,674,1185
-874,-490,1320,1495,655,1824,1172,-917,-378,347,-1118,552
550,1816,1432,1372,-878,1151,1417,1829,1858,1012,1579,1237
-452,1183,-1201,777,1551,1576,-539,-144,1955,1637,1607,333
151,2294,-447,1633,1351,1792,1827,139,155,2339,1798,1440
-610,1533,1769,1991,1959,877,1618,1848,276,-1162,1824,1577
174,-1066,411,1791,1813,37,477,-456,1758,-169,-164,1672
1527,1358,1747,-81,507,1545,1036,1721,1971,523,1272,1636
940,-1034,484,-1135,-728,-522,1224,1901,1250,2116,321,-1101
1816,614,-959,383,1742,-313,-1092,19,1320,-546,-908,1197
364,1920,1172,1970,1581,-425,762,1925,168,1919,221,1921
885,-1015,1838,383,803,-1134,-773,-629,-510,-901,1989,659
696,1975,1323,-769,-1080,-175,-381,-1043,744,1902,753,2152
959,-432,1901,504,1537,1628,790,1297,1567,1479,1280,1733
1460,1814,1391,586,714,-1069,1917,1298,185,1235,-817,1269
1606,1327,1909,652,1666,-87,1670,788,442,2058,1118,1916
1817,660,1430,-37,74,1887,1389,915,152,-277,686,1974
226,1415,677,313,352,-283,1287,887,132,1868,1979,604
811,1826,1879,117,564,1455,1885,1847,1235,-702,319,1888
923,2086,342,2022,1890,-120,1234,1954,-149,946,482,1985
1792,1148,85,1856,-139,50,911,1671,-1017,946,419,1882
544,1835,73,-935,1675,1391,1186,-1085,-40,1793,834,1849
1597,-470,-141,-1052,-709,-298,-1158,401,351,-1169,662,2071
1831,22,382,1147,1721,-27,581,1775,1318,-823,1434,1654
1979,1764,1584,1765,1724,166,651,2076,-482,-909,813,2143
1471,1362,-237,1749,-862,1261,1962,1278,1712,-235,1520,1178
1100,1775,1779,-148,1450,1634,-1156,353,523,2004,-1187,552
68,83,435,666,424,1054,1485,522,689,824,1259,342
-1104,46,1779,1737,1406,1827,1532,1487,1219,-576,-1088,-70
1418,1893,1621,1112,1033,-957,1788,-102,1222,1492,1033,1778
997,1748,1544,695,1562,48,875,763,-275,999,1353,1736
-304,1721,1699,1734,1413,60,327,1685,-801,1386,166,1907
1477,418,1413,-108,1616,262,411,1540,1501,1664,1821,1190
1156,1699,-60,-211,1727,1483,1436,243,67,1879,1947,985
1762,786,1733,1169,1250,-865,-458,-904,1611,1935,1524,1252
-939,477,797,1913,1352,-378,1647,-195,826,1799,-50,884
1332,1795,1762,348,384,256,1709,-220,1638,1600,1581,1500
551,-1108,777,2000,1947,1990,-542,-803,-1005,-196,882,1916
144,-678,1010,1793,117,1553,-70,1906,1651,1273,367,1969
-771,1412,1205,1824,445,2052,200,1934,1564,1510,866,2079
1748,1214,-343,0,1834,1399,-963,-6,1507,1773,706,2132
701,-1109,-582,20,-925,1066,-911,-197,1828,34,1645,167
707,1375,106,-461,1145,1801,1814,810,377,669,1355,-216
1623,1998,1128,880,1418,180,490,497,164,730,311,139
1071,1675,370,1287,792,484,1809,821,-149,-219,222,1773
839,-659,1615,1062,-685,42,55,-1098,91,-1002,-818,1308
1094,1777,136,-1093,1721,1427,1626,-598,764,1776,1194,1716
1161,1525,1774,679,193,1981,-1113,122,1664,1611,815,1818
1706,-307,-128,1055,1980,125,687,408,1240,1303,150,1812
1297,684,1390,1504,248,-52,791,1110,1832,924,1712,1358
1250,1841,2092,190,898,2051,1135,1921,999,1999,1904,1371
1831,265,-373,1288,1766,505,868,171,175,374,-1138,357
1264,1793,764,1980,1035,1160,-1036,970,225,-1047,303,2134
885,104,578,1243,730,1805,487,1992,1621,735,970,1489
1219,1142,-91,348,-490,1495,190,-1084,1750,-214,89,1817
570,1888,34,1096,1676,864,1449,-191,1490,1911,553,1878
1227,1066,-1109,26,-697,-750,419,1902,1395,1501,970,1833
1382,214,-568,1343,1150,1450,1951,889,1356,1480,593,802
1509,1333,1888,1094,1541,525,1775,-367,1937,340,-19,1759
1138,1473,1418,-547,484,1895,1353,1946,-471,-661,1603,1207
1490,1817,1928,710,1120,919,-285,37,86,712,972,563
241,1577,-707,-706,1197,1537,350,-1134,1055,1655,1115,1850
1208,176,1029,-687,1158,505,485,932,1270,904,414,1872
1957,1618,1327,1487,36,-1056,1405,1065,1884,1,300,1838
1594,1891,189,1710,968,-557,1436,814,628,1483,1327,651
823,583,1850,1788,874,1945,-1146,203,-137,-1047,-178,1876
1450,1377,1669,1258,248,-1051,209,1899,1205,1601,1629,1179
857,-1066,1283,1787,-136,-706,1989,1495,1373,1405,54,2040
447,669,1897,329,1066,-797,1849,109,968,1375,-920,-533
1834,73,619,-226,1712,1730,1384,-742,482,1868,-56,1465
317,2042,345,2190,1440,1523,1867,1494,956,-1027,312,2175
1951,1874,-160,1609,1280,1520,1037,1445,-505,-424,774,1936
14,490,1321,-91,764,1302,-534,-805,1792,1214,-1134,438
1831,1565,64,1873,1243,1517,1302,-817,455,1831,976,1736
1663,2054,580,1727,1875,1390,738,-697,1736,1563,1822,-316
1825,1516,-518,-682,-806,-410,-146,1686,-979,82,192,-1098
1780,-41,-640,-732,601,-929,-746,1310,-30,1588,1815,1480
167,-1151,1531,1688,1589,1506,184,-1194,-690,-776,1868,779
504,1519,1907,336,377,714,767,1772,930,1075,262,1156
698,1968,-67,-1089,1269,1739,1288,-41,412,-1147,92,313
139,-25,399,540,-419,577,1807,1895,1814,47,987,1698
1223,-610,-709,-658,-101,1459,-989,-148,-246,1688,1501,-474
1234,824,-701,-570,1768,652,457,-1068,941,1564,-489,-875
1902,1845,-983,639,1830,142,914,1110,1345,-692,233,1912
-825,-553,1527,1551,1683,1959,1755,547,-957,-353,253,1908
1794,1223,477,-366,0,1779,1547,-580,1714,-131,424,1840
1937,1967,-188,1752,862,1866,798,1359,1237,-879,213,1848
227,1838,1512,248,877,333,585,231,1585,1880,1685,711
32,-277,1057,537,711,1196,-30,-1095,-879,1207,-112,1685
121,1544,235,1983,1421,-705,1793,1061,1994,419,600,1785
725,-712,96,2499,165,-1088,-185,2243,1022,2245,-477,2084
1450,1592,979,389,1296,1513,1594,-496,-646,1469,1760,1006
1796,935,1953,928,195,-120,883,-38,843,1862,370,225
1986,1397,739,-755,2102,1991,860,-911,-885,-248,1527,1122
-169,18,650,-317,362,1426,1093,606,240,-806,1851,276
1340,487,936,-585,774,2062,1213,1996,-1163,97,1583,1876
-249,414,390,-1068,767,1977,1739,898,1575,-507,897,-412
1393,224,-314,-923,-145,-854,1631,1698,1907,1525,730,2066
1270,1307,1764,244,-339,-912,-826,1144,-705,-59,212,-1039
1631,1145,1808,1961,85,-1092,1478,432,551,1652,204,1825
1224,-837,930,1927,1825,643,-958,604,1899,1478,970,1741
987,1720,1947,1766,460,1950,1564,1589,1066,-979,1425,1491
